cell_id,city_id,city_name_zh,row,column,area_km2,center_lon,center_lat,distance_to_center_km,facility_count,transit_count,healthcare_count,education_count,park_count,service_diversity,facility_density_km2,road_segment_count,road_length_m,road_density_km_km2,intersection_count,elevation_m,terrain_relief_m,source_note,accessibility_proxy,osm_intensity_class,core_zone
wuhan_02_04,wuhan,武汉,2,4,0.4988,114.30175,30.608425,1.774,6,1,1,4,0,3,12.0283,107,8239.25,16.5173,42,31,13,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.5727,高,内圈
wuhan_02_05,wuhan,武汉,2,5,0.4988,114.30925,30.608425,1.774,0,0,0,0,0,0,0.0,142,5083.03,10.19,37,31,15,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2829,较高,内圈
wuhan_02_06,wuhan,武汉,2,6,0.4988,114.31675,30.608425,2.044,0,0,0,0,0,0,0.0,0,0.0,0.0,0,16,9,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1265,低,内圈
wuhan_02_07,wuhan,武汉,2,7,0.4988,114.32425,30.608425,2.498,0,0,0,0,0,0,0.0,0,0.0,0.0,0,16,8,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1087,低,内圈
wuhan_02_08,wuhan,武汉,2,8,0.4988,114.33175,30.608425,3.055,0,0,0,0,0,0,0.0,74,2810.18,5.6336,2,28,17,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1702,低,外圈
wuhan_03_01,wuhan,武汉,3,1,0.4989,114.27925,30.602175,2.72,0,0,0,0,0,0,0.0,64,4070.19,8.159,16,29,13,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2167,较低,内圈
wuhan_03_02,wuhan,武汉,3,2,0.4989,114.28675,30.602175,2.075,1,1,0,0,0,1,2.0046,73,4684.27,9.39,12,29,8,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2917,较高,内圈
wuhan_03_03,wuhan,武汉,3,3,0.4989,114.29425,30.602175,1.499,1,1,0,0,0,1,2.0046,176,9999.56,20.045,28,30,8,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4693,高,核心
wuhan_03_04,wuhan,武汉,3,4,0.4989,114.30175,30.602175,1.103,1,0,0,1,0,1,2.0046,102,8232.55,16.5028,32,35,15,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4405,高,核心
wuhan_03_05,wuhan,武汉,3,5,0.4989,114.30925,30.602175,1.103,0,0,0,0,0,0,0.0,64,2207.93,4.426,22,21,16,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2359,较低,核心
wuhan_03_06,wuhan,武汉,3,6,0.4989,114.31675,30.602175,1.499,0,0,0,0,0,0,0.0,0,0.0,0.0,0,16,1,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1517,低,核心
wuhan_03_07,wuhan,武汉,3,7,0.4989,114.32425,30.602175,2.075,0,0,0,0,0,0,0.0,15,1187.22,2.3799,2,18,17,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1589,低,内圈
wuhan_03_08,wuhan,武汉,3,8,0.4989,114.33175,30.602175,2.72,0,0,0,0,0,0,0.0,51,3816.17,7.6498,9,31,9,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2095,较低,内圈
wuhan_04_01,wuhan,武汉,4,1,0.4989,114.27925,30.595925,2.536,0,0,0,0,0,0,0.0,96,4494.72,9.0095,22,25,14,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2351,较低,内圈
wuhan_04_02,wuhan,武汉,4,2,0.4989,114.28675,30.595925,1.828,1,1,0,0,0,1,2.0045,199,9857.61,19.7591,38,34,6,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4495,高,内圈
wuhan_04_03,wuhan,武汉,4,3,0.4989,114.29425,30.595925,1.131,2,0,0,1,0,2,4.0089,170,8213.24,16.4631,33,32,9,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4716,高,核心
wuhan_04_04,wuhan,武汉,4,4,0.4989,114.30175,30.595925,0.5,1,0,0,1,0,1,2.0045,122,6989.54,14.0102,34,29,22,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4437,高,核心
wuhan_04_05,wuhan,武汉,4,5,0.4989,114.30925,30.595925,0.5,0,0,0,0,0,0,0.0,2,2331.09,4.6726,1,16,7,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2779,较高,核心
wuhan_04_06,wuhan,武汉,4,6,0.4989,114.31675,30.595925,1.131,0,0,0,0,0,0,0.0,13,602.29,1.2073,0,16,12,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1886,低,核心
wuhan_04_07,wuhan,武汉,4,7,0.4989,114.32425,30.595925,1.828,0,0,0,0,0,0,0.0,37,3504.83,7.0253,5,29,16,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2356,较低,内圈
wuhan_04_08,wuhan,武汉,4,8,0.4989,114.33175,30.595925,2.536,1,1,0,0,0,1,2.0045,94,4499.41,9.0189,18,28,7,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2686,较低,内圈
wuhan_05_01,wuhan,武汉,5,1,0.4989,114.27925,30.589675,2.537,2,1,0,1,0,2,4.0087,172,7854.1,15.7422,35,38,10,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3972,高,内圈
wuhan_05_02,wuhan,武汉,5,2,0.4989,114.28675,30.589675,1.828,2,0,1,1,0,2,4.0087,243,12313.0,24.6793,77,39,10,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.5526,高,内圈
wuhan_05_03,wuhan,武汉,5,3,0.4989,114.29425,30.589675,1.132,0,0,0,0,0,0,0.0,120,7473.56,14.9794,37,36,12,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3839,高,核心
wuhan_05_04,wuhan,武汉,5,4,0.4989,114.30175,30.589675,0.5,0,0,0,0,0,0,0.0,81,2671.47,5.3545,17,14,25,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2876,较高,核心
wuhan_05_05,wuhan,武汉,5,5,0.4989,114.30925,30.589675,0.5,0,0,0,0,0,0,0.0,0,0.0,0.0,0,16,1,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2116,较低,核心
wuhan_05_06,wuhan,武汉,5,6,0.4989,114.31675,30.589675,1.132,0,0,0,0,0,0,0.0,36,3375.08,6.7648,12,22,16,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2674,较低,核心
wuhan_05_07,wuhan,武汉,5,7,0.4989,114.32425,30.589675,1.828,0,0,0,0,0,0,0.0,129,8311.26,16.6585,26,27,5,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3722,较高,内圈
wuhan_05_08,wuhan,武汉,5,8,0.4989,114.33175,30.589675,2.537,0,0,0,0,0,0,0.0,108,7047.87,14.1262,20,27,3,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3077,较高,内圈
wuhan_06_01,wuhan,武汉,6,1,0.499,114.27925,30.583425,2.72,2,0,1,1,0,2,4.0084,91,6424.06,12.8751,26,45,17,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3502,较高,内圈
wuhan_06_02,wuhan,武汉,6,2,0.499,114.28675,30.583425,2.076,3,1,1,1,0,3,6.0126,209,9470.97,18.9817,65,32,14,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4943,高,内圈
wuhan_06_03,wuhan,武汉,6,3,0.499,114.29425,30.583425,1.499,0,0,0,0,0,0,0.0,260,8286.08,16.6069,32,33,29,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3872,高,核心
wuhan_06_04,wuhan,武汉,6,4,0.499,114.30175,30.583425,1.103,0,0,0,0,0,0,0.0,3,2831.65,5.6752,0,16,11,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2536,较低,核心
wuhan_06_05,wuhan,武汉,6,5,0.499,114.30925,30.583425,1.103,0,0,0,0,0,0,0.0,14,712.11,1.4272,4,16,11,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1933,低,核心
wuhan_06_06,wuhan,武汉,6,6,0.499,114.31675,30.583425,1.499,1,1,0,0,0,1,2.0042,58,5802.74,11.6298,24,23,16,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.35,较高,核心
wuhan_06_07,wuhan,武汉,6,7,0.499,114.32425,30.583425,2.076,5,2,0,3,0,2,10.021,107,8278.52,16.5918,41,27,7,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.5271,高,内圈
wuhan_06_08,wuhan,武汉,6,8,0.499,114.33175,30.583425,2.72,0,0,0,0,0,0,0.0,99,7262.35,14.5552,27,26,7,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3074,较高,内圈
wuhan_07_01,wuhan,武汉,7,1,0.499,114.27925,30.577175,3.055,6,1,0,5,0,2,12.0244,258,10139.24,20.3197,71,42,14,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.5785,高,外圈
wuhan_07_02,wuhan,武汉,7,2,0.499,114.28675,30.577175,2.498,1,0,0,1,0,1,2.0041,476,12015.83,24.0805,157,32,22,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4836,高,内圈
wuhan_07_03,wuhan,武汉,7,3,0.499,114.29425,30.577175,2.044,0,0,0,0,0,0,0.0,106,2192.11,4.3931,16,17,29,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1888,低,内圈
wuhan_07_04,wuhan,武汉,7,4,0.499,114.30175,30.577175,1.774,0,0,0,0,0,0,0.0,0,0.0,0.0,0,16,4,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1384,低,内圈
wuhan_07_05,wuhan,武汉,7,5,0.499,114.30925,30.577175,1.774,0,0,0,0,0,0,0.0,92,4371.17,8.7601,11,41,25,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2626,较低,内圈
wuhan_07_06,wuhan,武汉,7,6,0.499,114.31675,30.577175,2.044,0,0,0,0,0,0,0.0,128,7363.72,14.7574,23,29,10,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3358,较高,内圈
wuhan_07_07,wuhan,武汉,7,7,0.499,114.32425,30.577175,2.498,12,5,0,7,0,2,24.0488,177,7428.97,14.8882,32,25,13,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.7199,高,内圈
wuhan_07_08,wuhan,武汉,7,8,0.499,114.33175,30.577175,3.055,0,0,0,0,0,0,0.0,163,5982.35,11.989,17,22,6,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.2603,较低,外圈
wuhan_08_01,wuhan,武汉,8,1,0.499,114.27925,30.570925,3.497,4,0,0,4,0,1,8.0158,215,8103.74,16.2394,36,48,30,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.4416,高,外圈
wuhan_08_02,wuhan,武汉,8,2,0.499,114.28675,30.570925,3.023,3,0,0,3,0,1,6.0118,224,6399.52,12.8242,67,38,22,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3731,较高,外圈
wuhan_08_03,wuhan,武汉,8,3,0.499,114.29425,30.570925,2.66,0,0,0,0,0,0,0.0,0,0.0,0.0,0,16,7,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.103,低,内圈
wuhan_08_04,wuhan,武汉,8,4,0.499,114.30175,30.570925,2.459,0,0,0,0,0,0,0.0,41,1939.59,3.8868,8,17,15,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1653,低,内圈
wuhan_08_05,wuhan,武汉,8,5,0.499,114.30925,30.570925,2.459,1,1,0,0,0,1,2.0039,265,6499.65,13.0249,27,31,11,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3282,较高,内圈
wuhan_08_06,wuhan,武汉,8,6,0.499,114.31675,30.570925,2.66,0,0,0,0,0,0,0.0,130,7157.46,14.3431,12,22,8,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.3064,较高,内圈
wuhan_08_07,wuhan,武汉,8,7,0.499,114.32425,30.570925,3.023,0,0,0,0,0,0,0.0,58,1795.03,3.5971,2,19,4,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.1423,低,外圈
wuhan_08_08,wuhan,武汉,8,8,0.499,114.33175,30.570925,3.497,0,0,0,0,0,0,0.0,69,458.15,0.9181,0,19,3,OSM道路与设施聚合；SRTM高程采样；均为教学裁剪,0.0909,低,外圈
